Survived,Name,Age,SibSp,Parch,Fare
1,"Goldenberg, Mr. Samuel L",49,1,0,89.1042
0,"Peduzzi, Mr. Joseph",,0,0,8.05
1,"Jalsevac, Mr. Ivan",29,0,0,7.8958
0,"Millet, Mr. Francis Davis",65,0,0,26.55
1,"Kenyon, Mrs. Frederick R (Marion)",,1,0,51.8625
1,"Toomey, Miss. Ellen",50,0,0,10.5
0,"O'Connor, Mr. Maurice",,0,0,7.75
1,"Anderson, Mr. Harry",48,0,0,26.55
0,"Morley, Mr. William",34,0,0,8.05
0,"Gee, Mr. Arthur H",47,0,0,38.5
0,"Milling, Mr. Jacob Christian",48,0,0,13
0,"Maisner, Mr. Simon",,0,0,8.05
0,"Goncalves, Mr. Manuel Estanslas",38,0,0,7.05
0,"Campbell, Mr. William",,0,0,0
0,"Smart, Mr. John Montgomery",56,0,0,26.55
0,"Scanlan, Mr. James",,0,0,7.725
1,"Baclini, Miss. Helene Barbara",0.75,2,1,19.2583
0,"Keefe, Mr. Arthur",,0,0,7.25
0,"Cacic, Mr. Luka",38,0,0,8.6625
1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33,1,2,27.75
1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23,0,0,13.7917
0,"Strandberg, Miss. Ida Sofia",22,0,0,9.8375
0,"Clifford, Mr. George Quincy",,0,0,52
0,"Renouf, Mr. Peter Henry",34,1,0,21
0,"Braund, Mr. Lewis Richard",29,1,0,7.0458
0,"Karlsson, Mr. Nils August",22,0,0,7.5208
1,"Hirvonen, Miss. Hildur E",2,0,1,12.2875
0,"Goodwin, Master. Harold Victor",9,5,2,46.9
0,"Frost, Mr. Anthony Wood ""Archie""",,0,0,0
0,"Rouse, Mr. Richard Henry",50,0,0,8.05
1,"Turkula, Mrs. (Hedwig)",63,0,0,9.5875
1,"Bishop, Mr. Dickinson H",25,1,0,91.0792
0,"Lefebre, Miss. Jeannie",,3,1,25.4667
1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35,1,0,90
0,"Kent, Mr. Edward Austin",58,0,0,29.7
0,"Somerton, Mr. Francis William",30,0,0,8.05
1,"Coutts, Master. Eden Leslie ""Neville""",9,1,1,15.9
0,"Hagland, Mr. Konrad Mathias Reiersen",,1,0,19.9667
0,"Windelov, Mr. Einar",21,0,0,7.25
0,"Molson, Mr. Harry Markland",55,0,0,30.5
0,"Artagaveytia, Mr. Ramon",71,0,0,49.5042
0,"Stanley, Mr. Edward Roland",21,0,0,8.05
0,"Yousseff, Mr. Gerious",,0,0,14.4583
1,"Eustis, Miss. Elizabeth Mussey",54,1,0,78.2667
0,"Shellard, Mr. Frederick William",,0,0,15.1
0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25,1,2,151.55
0,"Svensson, Mr. Olof",24,0,0,7.7958
0,"Calic, Mr. Petar",17,0,0,8.6625
0,"Canavan, Miss. Mary",21,0,0,7.75
0,"O'Sullivan, Miss. Bridget Mary",,0,0,7.6292
0,"Laitinen, Miss. Kristina Sofia",37,0,0,9.5875
1,"Maioni, Miss. Roberta",16,0,0,86.5
0,"Penasco y Castellana, Mr. Victor de Satode",18,1,0,108.9
1,"Quick, Mrs. Frederick Charles (Jane Richards)",33,0,2,26
1,"Bradley, Mr. George (""George Arthur Brayton"")",,0,0,26.55
0,"Olsen, Mr. Henry Margido",28,0,0,22.525
1,"Lang, Mr. Fang",26,0,0,56.4958
1,"Daly, Mr. Eugene Patrick",29,0,0,7.75
0,"Webber, Mr. James",,0,0,8.05
1,"McGough, Mr. James Robert",36,0,0,26.2875
1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54,1,0,59.4
0,"Coleff, Mr. Satio",24,0,0,7.4958
0,"Walker, Mr. William Anderson",47,0,0,34.0208
1,"Lemore, Mrs. (Amelia Milley)",34,0,0,10.5
0,"Ryan, Mr. Patrick",,0,0,24.15
1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36,1,0,26
0,"Pavlovic, Mr. Stefo",32,0,0,7.8958
1,"Perreault, Miss. Anne",30,0,0,93.5
0,"Vovk, Mr. Janko",22,0,0,7.8958
0,"Lahoud, Mr. Sarkis",,0,0,7.225
1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44,0,1,57.9792
0,"Kassem, Mr. Fared",,0,0,7.2292
0,"Farrell, Mr. James",40.5,0,0,7.75
1,"Ridsdale, Miss. Lucy",50,0,0,10.5
0,"Farthing, Mr. John",,0,0,221.7792
0,"Salonen, Mr. Johan Werner",39,0,0,7.925
0,"Hocking, Mr. Richard George",23,2,1,11.5
1,"Quick, Miss. Phyllis May",2,1,1,26
0,"Toufik, Mr. Nakli",,0,0,7.2292
0,"Elias, Mr. Joseph Jr",17,1,1,7.2292
1,"Peter, Mrs. Catherine (Catherine Rizk)",,0,2,22.3583
0,"Cacic, Miss. Marija",30,0,0,8.6625
1,"Hart, Miss. Eva Miriam",7,0,2,26.25
0,"Butt, Major. Archibald Willingham",45,0,0,26.55
1,"LeRoy, Miss. Bertha",30,0,0,106.425
0,"Risien, Mr. Samuel Beard",,0,0,14.5
1,"Frolicher, Miss. Hedwig Margaritha",22,0,2,49.5
1,"Crosby, Miss. Harriet R",36,0,2,71
0,"Andersson, Miss. Ingeborg Constanzia",9,4,2,31.275
0,"Andersson, Miss. Sigrid Elisabeth",11,4,2,31.275
1,"Beane, Mr. Edward",32,1,0,26
0,"Douglas, Mr. Walter Donald",50,1,0,106.425
0,"Nicholson, Mr. Arthur Ernest",64,0,0,26
1,"Beane, Mrs. Edward (Ethel Clarke)",19,1,0,26
1,"Padro y Manent, Mr. Julian",,0,0,13.8625
0,"Goldsmith, Mr. Frank John",33,1,1,20.525
1,"Davies, Master. John Morgan Jr",8,1,1,36.75
1,"Thayer, Mr. John Borland Jr",17,0,2,110.8833
0,"Sharp, Mr. Percival James R",27,0,0,26
0,"O'Brien, Mr. Timothy",,0,0,7.8292
1,"Leeni, Mr. Fahim (""Philip Zenni"")",22,0,0,7.225
1,"Ohman, Miss. Velin",22,0,0,7.775
0,"Wright, Mr. George",62,0,0,26.55
1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48,1,0,39.6
0,"Robbins, Mr. Victor",,0,0,227.525
1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39,1,1,79.65
1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36,1,0,17.4
0,"Morrow, Mr. Thomas Rowan",,0,0,7.75
0,"Sivic, Mr. Husein",40,0,0,7.8958
0,"Norman, Mr. Robert Douglas",28,0,0,13.5
0,"Simmons, Mr. John",,0,0,8.05
0,"Meanwell, Miss. (Marion Ogden)",,0,0,8.05
0,"Davies, Mr. Alfred J",24,2,0,24.15
0,"Stoytcheff, Mr. Ilia",19,0,0,7.8958
0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29,0,4,21.075
0,"Doharr, Mr. Tannous",,0,0,7.2292
1,"Jonsson, Mr. Carl",32,0,0,7.8542
1,"Harris, Mr. George",62,0,0,10.5
1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53,2,0,51.4792
1,"Flynn, Mr. John Irwin (""Irving"")",36,0,0,26.3875
1,"Kelly, Miss. Mary",,0,0,7.75
0,"Rush, Mr. Alfred George John",16,0,0,8.05
0,"Patchett, Mr. George",19,0,0,14.5
1,"Garside, Miss. Ethel",34,0,0,13
1,"Silvey, Mrs. William Baird (Alice Munger)",39,1,0,55.9
0,"Caram, Mrs. Joseph (Maria Elias)",,1,0,14.4583
1,"Jussila, Mr. Eiriik",32,0,0,7.925
1,"Christy, Miss. Julie Rachel",25,1,1,30
1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39,1,1,110.8833
0,"Downton, Mr. William James",54,0,0,26
0,"Ross, Mr. John Hugo",36,0,0,40.125
0,"Paulner, Mr. Uscher",,0,0,8.7125
1,"Taussig, Miss. Ruth",18,0,2,79.65
0,"Jarvis, Mr. John Denzil",47,0,0,15
1,"Frolicher-Stehli, Mr. Maxmillian",60,1,1,79.2
0,"Gilinski, Mr. Eliezer",22,0,0,8.05
0,"Murdlin, Mr. Joseph",,0,0,8.05
0,"Rintamaki, Mr. Matti",35,0,0,7.125
1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52,1,0,78.2667
0,"Elsbury, Mr. William James",47,0,0,7.25
0,"Bourke, Miss. Mary",,0,2,7.75
0,"Chapman, Mr. John Henry",37,1,0,26
0,"Van Impe, Mr. Jean Baptiste",36,1,1,24.15
1,"Leitch, Miss. Jessie Wills",,0,0,33
0,"Johnson, Mr. Alfred",49,0,0,0
0,"Boulos, Mr. Hanna",,0,0,7.225
1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49,1,0,56.9292
1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24,2,1,27
0,"Slabenoff, Mr. Petco",,0,0,7.8958
0,"Harrington, Mr. Charles H",,0,0,42.4
0,"Torber, Mr. Ernst William",44,0,0,8.05
1,"Homer, Mr. Harry (""Mr E Haven"")",35,0,0,26.55
0,"Lindell, Mr. Edvard Bengtsson",36,1,0,15.55
0,"Karaic, Mr. Milan",30,0,0,7.8958
1,"Daniel, Mr. Robert Williams",27,0,0,30.5
1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22,1,2,41.5792
1,"Shutes, Miss. Elizabeth W",40,0,0,153.4625
0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39,1,5,31.275
0,"Jardin, Mr. Jose Neto",,0,0,7.05
1,"Murphy, Miss. Margaret Jane",,1,0,15.5
0,"Horgan, Mr. John",,0,0,7.75
0,"Brocklebank, Mr. William Alfred",35,0,0,8.05
1,"Herman, Miss. Alice",24,1,2,65
0,"Danbom, Mr. Ernst Gilbert",34,1,1,14.4
0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,1,0,16.1
1,"Becker, Miss. Marion Louise",4,2,1,39
0,"Gavey, Mr. Lawrence",26,0,0,10.5
0,"Yasbeck, Mr. Antoni",27,1,0,14.4542
1,"Kimball, Mr. Edwin Nelson Jr",42,1,0,52.5542
1,"Nakid, Mr. Sahid",20,1,1,15.7417
0,"Hansen, Mr. Henry Damsgaard",21,0,0,7.8542
0,"Bowen, Mr. David John ""Dai""",21,0,0,16.1
0,"Sutton, Mr. Frederick",61,0,0,32.3208
0,"Kirkland, Rev. Charles Leonard",57,0,0,12.35
1,"Longley, Miss. Gretchen Fiske",21,0,0,77.9583
0,"Bostandyeff, Mr. Guentcho",26,0,0,7.8958
0,"O'Connell, Mr. Patrick D",,0,0,7.7333
1,"Barkworth, Mr. Algernon Henry Wilson",80,0,0,30
0,"Lundahl, Mr. Johan Svensson",51,0,0,7.0542
1,"Stahelin-Maeglin, Dr. Max",32,0,0,30.5
0,"Parr, Mr. William Henry Marsh",,0,0,0
0,"Skoog, Miss. Mabel",9,3,2,27.9
1,"Davis, Miss. Mary",28,0,0,13
0,"Leinonen, Mr. Antti Gustaf",32,0,0,7.925
0,"Collyer, Mr. Harvey",31,1,1,26.25
0,"Panula, Mrs. Juha (Maria Emilia Ojala)",41,0,5,39.6875
0,"Thorneycroft, Mr. Percival",,1,0,16.1
0,"Jensen, Mr. Hans Peder",20,0,0,7.8542
1,"Sagesser, Mlle. Emma",24,0,0,69.3
0,"Skoog, Miss. Margit Elizabeth",2,3,2,27.9
1,"Foo, Mr. Choong",,0,0,56.4958
1,"Baclini, Miss. Eugenie",0.75,2,1,19.2583
1,"Harper, Mr. Henry Sleeper",48,1,0,76.7292
0,"Cor, Mr. Liudevit",19,0,0,7.8958
1,"Simonius-Blumer, Col. Oberst Alfons",56,0,0,35.5
0,"Willey, Mr. Edward",,0,0,7.55
1,"Stanley, Miss. Amy Zillah Elsie",23,0,0,7.55
0,"Mitkoff, Mr. Mito",,0,0,7.8958
1,"Doling, Miss. Elsie",18,0,1,23
0,"Kalvik, Mr. Johannes Halvorsen",21,0,0,8.4333
1,"O'Leary, Miss. Hanora ""Norah""",,0,0,7.8292
0,"Hegarty, Miss. Hanora ""Nora""",18,0,0,6.75
0,"Hickman, Mr. Leonard Mark",24,2,0,73.5
0,"Radeff, Mr. Alexander",,0,0,7.8958
0,"Bourke, Mrs. John (Catherine)",32,1,1,15.5
0,"Eitemiller, Mr. George Floyd",23,0,0,13
0,"Newell, Mr. Arthur Webster",58,0,2,113.275
1,"Frauenthal, Dr. Henry William",50,2,0,133.65
0,"Badt, Mr. Mohamed",40,0,0,7.225
0,"Colley, Mr. Edward Pomeroy",47,0,0,25.5875
0,"Coleff, Mr. Peju",36,0,0,7.4958
1,"Lindqvist, Mr. Eino William",20,1,0,7.925
0,"Hickman, Mr. Lewis",32,2,0,73.5
0,"Butler, Mr. Reginald Fenton",25,0,0,13
0,"Rommetvedt, Mr. Knud Paust",,0,0,7.775
0,"Cook, Mr. Jacob",43,0,0,8.05
1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",,1,0,52
1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40,1,1,39
0,"Davidson, Mr. Thornton",31,1,0,52
0,"Mitchell, Mr. Henry Michael",70,0,0,10.5
1,"Wilhelms, Mr. Charles",31,0,0,13
0,"Watson, Mr. Ennis Hastings",,0,0,0
0,"Edvardsson, Mr. Gustaf Hjalmar",18,0,0,7.775
0,"Sawyer, Mr. Frederick Charles",24.5,0,0,8.05
1,"Turja, Miss. Anna Sofia",18,0,0,9.8417
0,"Goodwin, Mrs. Frederick (Augusta Tyler)",43,1,6,46.9
1,"Cardeza, Mr. Thomas Drake Martinez",36,0,1,512.3292
0,"Peters, Miss. Katie",,0,0,8.1375
1,"Hassab, Mr. Hammad",27,0,0,76.7292
0,"Olsvigen, Mr. Thor Anderson",20,0,0,9.225
0,"Goodwin, Mr. Charles Edward",14,5,2,46.9
0,"Brown, Mr. Thomas William Solomon",60,1,1,39
0,"Laroche, Mr. Joseph Philippe Lemercier",25,1,2,41.5792
0,"Panula, Mr. Jaako Arnold",14,4,1,39.6875
0,"Dakic, Mr. Branko",19,0,0,10.1708
0,"Fischer, Mr. Eberhard Thelander",18,0,0,7.7958
1,"Madill, Miss. Georgette Alexandra",15,0,1,211.3375
1,"Dick, Mr. Albert Adrian",31,1,0,57
1,"Karun, Miss. Manca",4,0,1,13.4167
1,"Lam, Mr. Ali",,0,0,56.4958
0,"Saad, Mr. Khalil",25,0,0,7.225
0,"Weir, Col. John",60,0,0,26.55
0,"Chapman, Mr. Charles Henry",52,0,0,13.5
0,"Kelly, Mr. James",44,0,0,8.05
1,"Mullens, Miss. Katherine ""Katie""",,0,0,7.7333
0,"Thayer, Mr. John Borland",49,1,1,110.8833
0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,0,0,7.65
1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18,1,0,227.525
1,"Silverthorne, Mr. Spencer Victor",35,0,0,26.2875
0,"Barbara, Miss. Saiide",18,0,1,14.4542
0,"Gallagher, Mr. Martin",25,0,0,7.7417
0,"Hansen, Mr. Henrik Juul",26,1,0,7.8542
0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39,0,0,26
1,"Kelly, Mrs. Florence ""Fannie""",45,0,0,13.5
1,"Calderhead, Mr. Edward Pennington",42,0,0,26.2875
1,"Cleaver, Miss. Alice",22,0,0,151.55
1,"Moubarek, Master. Halim Gonios (""William George"")",,1,1,15.2458
1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24,0,0,49.5042
0,"Klaber, Mr. Herman",,0,0,26.55
1,"Taylor, Mr. Elmer Zebley",48,1,0,52
0,"Larsson, Mr. August Viktor",29,0,0,9.4833
0,"Greenberg, Mr. Samuel",52,0,0,13
0,"Soholt, Mr. Peter Andreas Lauritz Andersen",19,0,0,7.65
1,"Endres, Miss. Caroline Louise",38,0,0,227.525
1,"Troutt, Miss. Edwina Celia ""Winnie""",27,0,0,10.5
0,"McEvoy, Mr. Michael",,0,0,15.5
0,"Johnson, Mr. Malkolm Joackim",33,0,0,7.775
1,"Harper, Miss. Annie Jessie ""Nina""",6,0,1,33
0,"Jensen, Mr. Svend Lauritz",17,1,0,7.0542
0,"Gillespie, Mr. William Henry",34,0,0,13
0,"Hodges, Mr. Henry Price",50,0,0,13
1,"Chambers, Mr. Norman Campbell",27,1,0,53.1
0,"Oreskovic, Mr. Luka",20,0,0,8.6625
1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30,3,0,21
1,"Mannion, Miss. Margareth",,0,0,7.7375
0,"Bryhl, Mr. Kurt Arnold Gottfrid",25,1,0,26
0,"Ilmakangas, Miss. Pieta Sofia",25,1,0,7.925
1,"Allen, Miss. Elisabeth Walton",29,0,0,211.3375
0,"Hassan, Mr. Houssein G N",11,0,0,18.7875
0,"Knight, Mr. Robert J",,0,0,0
0,"Berriman, Mr. William John",23,0,0,13
0,"Troupiansky, Mr. Moses Aaron",23,0,0,13
0,"Williams, Mr. Leslie",28.5,0,0,16.1
0,"Ford, Mrs. Edward (Margaret Ann Watson)",48,1,3,34.375
1,"Lesurer, Mr. Gustave J",35,0,0,512.3292
0,"Ivanoff, Mr. Kanio",,0,0,7.8958
0,"Nankoff, Mr. Minko",,0,0,7.8958
1,"Hawksford, Mr. Walter James",,0,0,30
0,"Cavendish, Mr. Tyrell William",36,1,0,78.85
1,"Ryerson, Miss. Susan Parker ""Suzette""",21,2,2,262.375
0,"McNamee, Mr. Neal",24,1,0,16.1
1,"Stranden, Mr. Juho",31,0,0,7.925
0,"Crosby, Capt. Edward Gifford",70,1,1,71
0,"Abbott, Mr. Rossmore Edward",16,1,1,20.25
1,"Sinkkonen, Miss. Anna",30,0,0,13
0,"Marvin, Mr. Daniel Warner",19,1,0,53.1
0,"Connaghton, Mr. Michael",31,0,0,7.75
1,"Wells, Miss. Joan",4,1,1,23
1,"Moor, Master. Meier",6,0,1,12.475
0,"Vande Velde, Mr. Johannes Joseph",33,0,0,9.5
0,"Jonkoff, Mr. Lalio",23,0,0,7.8958
1,"Herman, Mrs. Samuel (Jane Laver)",48,1,2,65
1,"Hamalainen, Master. Viljo",0.67,1,1,14.5
0,"Carlsson, Mr. August Sigfrid",28,0,0,7.7958
0,"Bailey, Mr. Percy Andrew",18,0,0,11.5
0,"Theobald, Mr. Thomas Leonard",34,0,0,8.05
1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33,0,0,86.5
0,"Garfirth, Mr. John",,0,0,14.5
0,"Nirva, Mr. Iisakki Antino Aijo",41,0,0,7.125
1,"Barah, Mr. Hanna Assi",20,0,0,7.2292
1,"Carter, Mrs. William Ernest (Lucile Polk)",36,1,2,120
0,"Eklund, Mr. Hans Linus",16,0,0,7.775
1,"Hogeboom, Mrs. John C (Anna Andrews)",51,1,0,77.9583
0,"Brewe, Dr. Arthur Jackson",,0,0,39.6
0,"Mangan, Miss. Mary",30.5,0,0,7.75
0,"Moran, Mr. Daniel J",,1,0,24.15
0,"Gronnestad, Mr. Daniel Danielsen",32,0,0,8.3625
0,"Lievens, Mr. Rene Aime",24,0,0,9.5
0,"Jensen, Mr. Niels Peder",48,0,0,7.8542
0,"Mack, Mrs. (Mary)",57,0,0,10.5
0,"Elias, Mr. Dibo",,0,0,7.225
1,"Hocking, Mrs. Elizabeth (Eliza Needs)",54,1,3,23
0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,0,0,7.75
0,"Tobin, Mr. Roger",,0,0,7.75
1,"Emanuel, Miss. Virginia Ethel",5,0,0,12.475
0,"Kilgannon, Mr. Thomas J",,0,0,7.7375
1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43,0,1,211.3375
1,"Ayoub, Miss. Banoura",13,0,0,7.2292
1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17,1,0,57
0,"Long, Mr. Milton Clyde",29,0,0,30
0,"Johnston, Mr. Andrew G",,1,2,23.45
0,"Ali, Mr. William",25,0,0,7.05
0,"Harmer, Mr. Abraham (David Lishin)",25,0,0,7.25
1,"Sjoblom, Miss. Anna Sofia",18,0,0,7.4958
0,"Rice, Master. George Hugh",8,4,1,29.125
1,"Dean, Master. Bertram Vere",1,1,2,20.575
0,"Guggenheim, Mr. Benjamin",46,0,0,79.2
0,"Keane, Mr. Andrew ""Andy""",,0,0,7.75
0,"Gaskell, Mr. Alfred",16,0,0,26
0,"Sage, Miss. Stella Anna",,8,2,69.55
0,"Hoyt, Mr. William Fisher",,0,0,30.6958
0,"Dantcheff, Mr. Ristiu",25,0,0,7.8958
0,"Otter, Mr. Richard",39,0,0,13
1,"Leader, Dr. Alice (Farnham)",49,0,0,25.9292
1,"Osman, Mrs. Mara",31,0,0,8.6833
0,"Ibrahim Shawah, Mr. Yousseff",30,0,0,7.2292
0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30,1,1,24.15
0,"Ponesell, Mr. Martin",34,0,0,13
1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31,1,1,26.25
1,"Carter, Master. William Thornton II",11,1,2,120
1,"Thomas, Master. Assad Alexander",0.42,0,1,8.5167
1,"Hedman, Mr. Oskar Arvid",27,0,0,6.975
0,"Johansson, Mr. Karl Johan",31,0,0,7.775
0,"Andrews, Mr. Thomas Jr",39,0,0,0
0,"Pettersson, Miss. Ellen Natalia",18,0,0,7.775
0,"Meyer, Mr. August",39,0,0,13
1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33,1,0,53.1
0,"Alexander, Mr. William",26,0,0,7.8875
0,"Lester, Mr. James",39,0,0,24.15
0,"Slemen, Mr. Richard James",35,0,0,10.5
0,"Andersson, Miss. Ebba Iris Alfrida",6,4,2,31.275
0,"Tomlin, Mr. Ernest Portage",30.5,0,0,8.05
0,"Fry, Mr. Richard",,0,0,0
0,"Heininen, Miss. Wendla Maria",23,0,0,7.925
0,"Mallet, Mr. Albert",31,1,1,37.0042
0,"Holm, Mr. John Fredrik Alexander",43,0,0,6.45
0,"Skoog, Master. Karl Thorsten",10,3,2,27.9
1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52,1,1,93.5
1,"Lulic, Mr. Nikola",27,0,0,8.6625
0,"Reuchlin, Jonkheer. John George",38,0,0,0
1,"Moor, Mrs. (Beila)",27,0,1,12.475
0,"Panula, Master. Urho Abraham",2,4,1,39.6875
0,"Flynn, Mr. John",,0,0,6.95
0,"Lam, Mr. Len",,0,0,56.4958
1,"Mallet, Master. Andre",1,0,2,37.0042
1,"McCormack, Mr. Thomas Joseph",,0,0,7.75
1,"Stone, Mrs. George Nelson (Martha Evelyn)",62,0,0,80
1,"Yasbeck, Mrs. Antoni (Selini Alexander)",15,1,0,14.4542
1,"Richards, Master. George Sibley",0.83,1,1,18.75
0,"Saad, Mr. Amin",,0,0,7.2292
0,"Augustsson, Mr. Albert",23,0,0,7.8542
0,"Allum, Mr. Owen George",18,0,0,8.3
1,"Compton, Miss. Sara Rebecca",39,1,1,83.1583
0,"Pasic, Mr. Jakob",21,0,0,8.6625
0,"Sirota, Mr. Maurice",,0,0,8.05
1,"Chip, Mr. Chang",32,0,0,56.4958
1,"Marechal, Mr. Pierre",,0,0,29.7
0,"Alhomaki, Mr. Ilmari Rudolf",20,0,0,7.925
0,"Mudd, Mr. Thomas Charles",16,0,0,10.5
1,"Serepeca, Miss. Augusta",30,0,0,31
0,"Lemberopolous, Mr. Peter L",34.5,0,0,6.4375
0,"Culumovic, Mr. Jeso",17,0,0,8.6625
0,"Abbing, Mr. Anthony",42,0,0,7.55
0,"Sage, Mr. Douglas Bullen",,8,2,69.55
0,"Markoff, Mr. Marin",35,0,0,7.8958
0,"Harper, Rev. John",28,0,1,33
1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",,1,0,89.1042
0,"Andersson, Master. Sigvard Harald Elias",4,4,2,31.275
0,"Svensson, Mr. Johan",74,0,0,7.775
0,"Boulos, Miss. Nourelain",9,1,1,15.2458
1,"Lines, Miss. Mary Conover",16,0,1,39.4
0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44,1,0,26
1,"Aks, Mrs. Sam (Leah Rosen)",18,0,1,9.35
1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45,1,1,164.8667
1,"Daly, Mr. Peter Denis ",51,0,0,26.55
1,"Baclini, Mrs. Solomon (Latifa Qurban)",24,0,3,19.2583
0,"Razi, Mr. Raihed",,0,0,7.2292
0,"Hansen, Mr. Claus Peter",41,2,0,14.1083
0,"Giles, Mr. Frederick Edward",21,1,0,11.5
1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48,0,0,25.9292
0,"Sage, Miss. Dorothy Edith ""Dolly""",,8,2,69.55
0,"Gill, Mr. John William",24,0,0,13
1,"Bystrom, Mrs. (Karolina)",42,0,0,13
1,"Duran y More, Miss. Asuncion",27,1,0,13.8583
0,"Roebling, Mr. Washington Augustus II",31,0,0,50.4958
0,"van Melkebeke, Mr. Philemon",,0,0,9.5
1,"Johnson, Master. Harold Theodor",4,1,1,11.1333
0,"Balkic, Mr. Cerin",26,0,0,7.8958
1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47,1,1,52.5542
0,"Carlsson, Mr. Frans Olof",33,0,0,5
0,"Vander Cruyssen, Mr. Victor",47,0,0,9
1,"Abelson, Mrs. Samuel (Hannah Wizosky)",28,1,0,24
1,"Najib, Miss. Adele Kiamie ""Jane""",15,0,0,7.225
0,"Gustafsson, Mr. Alfred Ossian",20,0,0,9.8458
0,"Petroff, Mr. Nedelio",19,0,0,7.8958
0,"Laleff, Mr. Kristo",,0,0,7.8958
1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56,0,1,83.1583
1,"Shelley, Mrs. William (Imanita Parrish Hall)",25,0,1,26
0,"Markun, Mr. Johann",33,0,0,7.8958
0,"Dahlberg, Miss. Gerda Ulrika",22,0,0,10.5167
0,"Banfield, Mr. Frederick James",28,0,0,10.5
0,"Sutehall, Mr. Henry Jr",25,0,0,7.05
0,"Rice, Mrs. William (Margaret Norton)",39,0,5,29.125
0,"Montvila, Rev. Juozas",27,0,0,13
1,"Graham, Miss. Margaret Edith",19,0,0,30
0,"Johnston, Miss. Catherine Helen ""Carrie""",,1,2,23.45
1,"Behr, Mr. Karl Howell",26,0,0,30
0,"Dooley, Mr. Patrick",32,0,0,7.75
